,,,,,Recommended N (kg/ha),Recommended N (kg/ha),Recommended P2O5 (kg/ha),Recommended P2O5 (kg/ha),Recommended K2O (kg/ha),Recommended K2O (kg/ha)
Region IX,3,Dry season,Manual,"(0, 2]",43.0,82.0,12.0,20.0,12.0,24.0
Region IX,3,Dry season,Manual,"(2, 4]",43.0,84.0,11.0,26.0,11.0,50.0
Region IX,3,Dry season,Manual,"(4, 6]",64.0,124.0,15.0,32.0,15.0,61.0
Region IX,3,Dry season,Manual,"(6, 8]",146.0,146.0,37.0,37.0,80.0,80.0
Region IX,3,Dry season,Reaper,"(2, 4]",82.0,82.0,20.0,20.0,24.0,24.0
Region IX,3,Dry season,Reaper,"(4, 6]",98.0,98.0,28.0,28.0,48.0,48.0
Region IX,3,Wet season,Combined,"(0, 2]",43.0,82.0,11.0,16.0,10.0,16.0
Region IX,3,Wet season,Combined,"(2, 4]",36.0,84.0,11.0,21.0,10.0,20.0
Region IX,3,Wet season,Combined,"(4, 6]",61.0,124.0,10.0,30.0,12.0,36.0
Region IX,3,Wet season,Combined,"(6, 8]",126.0,139.0,30.0,34.0,22.0,48.0
Region IX,3,Wet season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,13.0,24.0
Region IX,3,Wet season,Manual,"(2, 4]",43.0,84.0,15.0,25.0,13.0,48.0
Region IX,3,Wet season,Manual,"(4, 6]",82.0,124.0,20.0,34.0,24.0,66.0
Region IX,3,Wet season,Manual,"(6, 8]",126.0,131.0,34.0,36.0,53.0,74.0
Region IX,3,Wet season,Manual,"(8, 10]",152.0,152.0,37.0,41.0,66.0,76.0
Region IX,3,Wet season,Reaper,"(0, 2]",43.0,43.0,15.0,15.0,16.0,16.0
Region IX,3,Wet season,Reaper,"(2, 4]",57.0,57.0,18.0,18.0,18.0,18.0
Region IX,4,Dry season,Combined,"(0, 2]",46.0,82.0,10.0,16.0,0.0,16.0
Region IX,4,Dry season,Combined,"(2, 4]",46.0,88.0,10.0,19.0,10.0,19.0
Region IX,4,Dry season,Combined,"(4, 6]",59.0,128.0,10.0,30.0,10.0,30.0
Region IX,4,Dry season,Combined,"(6, 8]",106.0,154.0,23.0,36.0,22.0,36.0
Region IX,4,Dry season,Combined,"(8, 10]",110.0,154.0,24.0,36.0,23.0,36.0
Region IX,4,Dry season,Manual,"(0, 2]",46.0,82.0,10.0,20.0,0.0,24.0
Region IX,4,Dry season,Manual,"(2, 4]",46.0,98.0,11.0,27.0,0.0,27.0
Region IX,4,Dry season,Manual,"(4, 6]",59.0,128.0,10.0,35.0,0.0,49.0
Region IX,4,Dry season,Manual,"(6, 8]",106.0,169.0,27.0,46.0,27.0,82.0
Region IX,4,Dry season,Manual,"(8, 10]",102.0,152.0,27.0,41.0,27.0,67.0
Region IX,4,Dry season,Reaper,"(0, 2]",59.0,82.0,13.0,20.0,13.0,24.0
Region IX,4,Dry season,Reaper,"(2, 4]",70.0,82.0,17.0,21.0,17.0,24.0
Region IX,4,Dry season,Reaper,"(4, 6]",78.0,126.0,20.0,34.0,20.0,34.0
Region IX,4,Wet season,Combined,"(0, 2]",59.0,82.0,10.0,16.0,12.0,16.0
Region IX,4,Wet season,Combined,"(2, 4]",57.0,92.0,10.0,19.0,0.0,17.0
Region IX,4,Wet season,Combined,"(4, 6]",61.0,128.0,10.0,31.0,0.0,30.0
Region IX,4,Wet season,Combined,"(6, 8]",102.0,146.0,23.0,35.0,16.0,34.0
Region IX,4,Wet season,Combined,"(8, 10]",116.0,146.0,26.0,35.0,17.0,34.0
Region IX,4,Wet season,Manual,"(0, 2]",57.0,82.0,13.0,20.0,13.0,24.0
Region IX,4,Wet season,Manual,"(2, 4]",56.0,92.0,11.0,23.0,0.0,35.0
Region IX,4,Wet season,Manual,"(4, 6]",61.0,126.0,14.0,36.0,20.0,68.0
Region IX,4,Wet season,Manual,"(6, 8]",102.0,152.0,27.0,42.0,48.0,85.0
Region IX,4,Wet season,Manual,"(8, 10]",116.0,152.0,30.0,41.0,53.0,76.0
Region IX,4,Wet season,Reaper,"(0, 2]",82.0,82.0,20.0,20.0,20.0,20.0
Region IX,4,Wet season,Reaper,"(2, 4]",67.0,82.0,18.0,20.0,18.0,24.0
Region IX,4,Wet season,Reaper,"(4, 6]",66.0,108.0,15.0,30.0,15.0,40.0
Region IX,5,Dry season,Combined,"(2, 4]",14.0,17.0,10.0,10.0,10.0,10.0
Region IX,5,Dry season,Combined,"(4, 6]",37.0,60.0,10.0,14.0,10.0,14.0
Region IX,5,Dry season,Combined,"(6, 8]",93.0,93.0,18.0,18.0,18.0,18.0
Region IX,5,Dry season,Manual,"(2, 4]",10.0,27.0,10.0,12.0,10.0,12.0
Region IX,5,Dry season,Manual,"(4, 6]",45.0,62.0,10.0,19.0,11.0,24.0
Region IX,5,Dry season,Reaper,"(8, 10]",93.0,93.0,24.0,24.0,54.0,54.0
Region IX,5,Wet season,Combined,"(0, 2]",43.0,70.0,15.0,18.0,15.0,18.0
Region IX,5,Wet season,Combined,"(2, 4]",43.0,82.0,11.0,20.0,11.0,20.0
Region IX,5,Wet season,Combined,"(4, 6]",84.0,106.0,17.0,24.0,16.0,24.0
Region IX,5,Wet season,Manual,"(0, 2]",43.0,82.0,16.0,23.0,17.0,46.0
Region IX,5,Wet season,Manual,"(2, 4]",43.0,88.0,12.0,23.0,12.0,42.0
Region IX,5,Wet season,Manual,"(4, 6]",60.0,124.0,11.0,32.0,11.0,43.0
Region IX,5,Wet season,Reaper,"(2, 4]",70.0,70.0,19.0,19.0,19.0,19.0
Region IX,6,Dry season,Combined,"(0, 2]",43.0,44.0,11.0,12.0,10.0,12.0
Region IX,6,Dry season,Combined,"(2, 4]",36.0,88.0,12.0,22.0,11.0,22.0
Region IX,6,Dry season,Combined,"(4, 6]",82.0,124.0,21.0,30.0,16.0,50.0
Region IX,6,Dry season,Combined,"(6, 8]",128.0,141.0,32.0,35.0,41.0,49.0
Region IX,6,Dry season,Manual,"(0, 2]",43.0,46.0,15.0,17.0,15.0,23.0
Region IX,6,Dry season,Manual,"(2, 4]",32.0,88.0,15.0,27.0,11.0,54.0
Region IX,6,Dry season,Manual,"(4, 6]",76.0,128.0,19.0,36.0,34.0,74.0
Region IX,6,Dry season,Manual,"(6, 8]",126.0,161.0,36.0,43.0,72.0,94.0
Region IX,6,Dry season,Manual,"(8, 10]",152.0,152.0,41.0,41.0,84.0,84.0
Region IX,6,Dry season,Reaper,"(0, 2]",43.0,44.0,15.0,16.0,15.0,21.0
Region IX,6,Dry season,Reaper,"(2, 4]",51.0,77.0,17.0,23.0,17.0,23.0
Region IX,6,Wet season,Combined,"(0, 2]",43.0,44.0,11.0,14.0,10.0,12.0
Region IX,6,Wet season,Combined,"(2, 4]",33.0,84.0,11.0,23.0,10.0,27.0
Region IX,6,Wet season,Combined,"(4, 6]",61.0,126.0,21.0,31.0,12.0,45.0
Region IX,6,Wet season,Combined,"(6, 8]",116.0,143.0,32.0,36.0,33.0,52.0
Region IX,6,Wet season,Combined,"(8, 10]",125.0,146.0,36.0,36.0,46.0,54.0
Region IX,6,Wet season,Manual,"(0, 2]",21.0,54.0,13.0,19.0,10.0,26.0
Region IX,6,Wet season,Manual,"(2, 4]",30.0,84.0,10.0,26.0,0.0,50.0
Region IX,6,Wet season,Manual,"(4, 6]",61.0,126.0,24.0,36.0,30.0,80.0
Region IX,6,Wet season,Manual,"(6, 8]",102.0,143.0,35.0,40.0,60.0,92.0
Region IX,6,Wet season,Manual,"(8, 10]",125.0,125.0,40.0,40.0,78.0,78.0
Region IX,6,Wet season,Reaper,"(0, 2]",43.0,43.0,15.0,15.0,16.0,16.0
Region IX,6,Wet season,Reaper,"(2, 4]",49.0,49.0,17.0,17.0,23.0,23.0
Region IX,6,Wet season,Reaper,"(4, 6]",84.0,110.0,25.0,30.0,37.0,61.0
Region V,0,Dry season,Combined,"(0, 2]",56.0,70.0,12.0,14.0,12.0,14.0
Region V,0,Dry season,Combined,"(2, 4]",67.0,84.0,12.0,19.0,12.0,19.0
Region V,0,Dry season,Combined,"(4, 6]",70.0,124.0,14.0,30.0,14.0,30.0
Region V,0,Dry season,Combined,"(6, 8]",100.0,143.0,25.0,36.0,21.0,36.0
Region V,0,Dry season,Manual,"(0, 2]",54.0,82.0,10.0,20.0,0.0,21.0
Region V,0,Dry season,Manual,"(2, 4]",54.0,90.0,10.0,23.0,0.0,24.0
Region V,0,Dry season,Manual,"(4, 6]",70.0,131.0,13.0,36.0,0.0,52.0
Region V,0,Dry season,Manual,"(6, 8]",70.0,161.0,17.0,44.0,17.0,75.0
Region V,0,Dry season,Manual,"(8, 10]",102.0,161.0,29.0,44.0,29.0,75.0
Region V,0,Dry season,Manual,"(10, 13]",159.0,159.0,43.0,43.0,73.0,73.0
Region V,0,Dry season,Reaper,"(0, 2]",70.0,70.0,18.0,18.0,18.0,18.0
Region V,0,Dry season,Reaper,"(2, 4]",62.0,74.0,16.0,19.0,16.0,19.0
Region V,0,Dry season,Reaper,"(4, 6]",84.0,116.0,21.0,32.0,21.0,32.0
Region V,0,Wet season,Combined,"(0, 2]",70.0,82.0,14.0,16.0,14.0,16.0
Region V,0,Wet season,Combined,"(2, 4]",70.0,82.0,14.0,16.0,14.0,16.0
Region V,0,Wet season,Combined,"(4, 6]",70.0,118.0,14.0,28.0,0.0,28.0
Region V,0,Wet season,Combined,"(6, 8]",90.0,118.0,19.0,29.0,19.0,29.0
Region V,0,Wet season,Combined,"(8, 10]",110.0,118.0,27.0,28.0,27.0,28.0
Region V,0,Wet season,Manual,"(0, 2]",70.0,82.0,17.0,20.0,17.0,24.0
Region V,0,Wet season,Manual,"(2, 4]",54.0,82.0,10.0,21.0,0.0,25.0
Region V,0,Wet season,Manual,"(4, 6]",68.0,118.0,12.0,33.0,0.0,53.0
Region V,0,Wet season,Manual,"(6, 8]",80.0,128.0,20.0,35.0,20.0,59.0
Region V,0,Wet season,Manual,"(8, 10]",106.0,120.0,30.0,34.0,42.0,56.0
Region V,0,Wet season,Reaper,"(2, 4]",70.0,82.0,17.0,20.0,18.0,25.0
Region V,0,Wet season,Reaper,"(4, 6]",70.0,102.0,18.0,29.0,18.0,42.0
Region V,1,Dry season,Combined,"(0, 2]",70.0,70.0,14.0,14.0,14.0,14.0
Region V,1,Dry season,Combined,"(2, 4]",70.0,82.0,14.0,17.0,14.0,17.0
Region V,1,Dry season,Combined,"(4, 6]",82.0,102.0,17.0,26.0,16.0,26.0
Region V,1,Dry season,Manual,"(0, 2]",43.0,70.0,15.0,18.0,15.0,21.0
Region V,1,Dry season,Manual,"(2, 4]",43.0,84.0,15.0,22.0,15.0,24.0
Region V,1,Dry season,Manual,"(4, 6]",74.0,128.0,19.0,35.0,19.0,55.0
Region V,1,Dry season,Manual,"(6, 8]",102.0,133.0,26.0,37.0,26.0,51.0
Region V,1,Dry season,Manual,"(8, 10]",102.0,133.0,29.0,37.0,29.0,51.0
Region V,1,Dry season,Reaper,"(0, 2]",70.0,70.0,18.0,18.0,18.0,18.0
Region V,1,Dry season,Reaper,"(4, 6]",98.0,98.0,28.0,28.0,28.0,28.0
Region V,1,Wet season,Combined,"(0, 2]",58.0,82.0,10.0,16.0,0.0,16.0
Region V,1,Wet season,Combined,"(2, 4]",70.0,82.0,14.0,16.0,14.0,16.0
Region V,1,Wet season,Combined,"(4, 6]",70.0,116.0,14.0,29.0,14.0,29.0
Region V,1,Wet season,Combined,"(6, 8]",106.0,106.0,26.0,26.0,19.0,19.0
Region V,1,Wet season,Combined,"(8, 10]",118.0,118.0,29.0,29.0,22.0,22.0
Region V,1,Wet season,Manual,"(0, 2]",43.0,70.0,13.0,18.0,14.0,21.0
Region V,1,Wet season,Manual,"(2, 4]",43.0,82.0,10.0,22.0,0.0,34.0
Region V,1,Wet season,Manual,"(4, 6]",72.0,113.0,16.0,32.0,16.0,55.0
Region V,1,Wet season,Manual,"(6, 8]",90.0,131.0,23.0,36.0,32.0,61.0
Region V,1,Wet season,Manual,"(8, 10]",106.0,120.0,30.0,33.0,44.0,53.0
Region V,1,Wet season,Reaper,"(0, 2]",70.0,70.0,17.0,17.0,18.0,18.0
Region V,1,Wet season,Reaper,"(2, 4]",57.0,74.0,15.0,19.0,18.0,19.0
Region V,1,Wet season,Reaper,"(4, 6]",98.0,98.0,28.0,28.0,38.0,38.0
Region V,2,Dry season,Combined,"(0, 2]",43.0,70.0,12.0,14.0,12.0,14.0
Region V,2,Dry season,Combined,"(2, 4]",43.0,80.0,12.0,23.0,12.0,23.0
Region V,2,Dry season,Combined,"(4, 6]",80.0,118.0,16.0,29.0,16.0,30.0
Region V,2,Dry season,Combined,"(6, 8]",70.0,70.0,14.0,14.0,14.0,14.0
Region V,2,Dry season,Manual,"(0, 2]",43.0,82.0,11.0,20.0,11.0,20.0
Region V,2,Dry season,Manual,"(2, 4]",43.0,88.0,13.0,26.0,13.0,49.0
Region V,2,Dry season,Manual,"(4, 6]",72.0,126.0,18.0,36.0,18.0,80.0
Region V,2,Dry season,Manual,"(6, 8]",95.0,139.0,28.0,39.0,29.0,88.0
Region V,2,Dry season,Manual,"(8, 10]",100.0,124.0,29.0,34.0,32.0,69.0
Region V,2,Dry season,Reaper,"(2, 4]",43.0,70.0,16.0,20.0,16.0,20.0
Region V,2,Dry season,Reaper,"(4, 6]",84.0,110.0,25.0,31.0,31.0,40.0
Region V,2,Wet season,Combined,"(0, 2]",43.0,82.0,11.0,16.0,10.0,16.0
Region V,2,Wet season,Combined,"(2, 4]",43.0,82.0,11.0,20.0,10.0,19.0
Region V,2,Wet season,Combined,"(4, 6]",74.0,116.0,16.0,28.0,15.0,35.0
Region V,2,Wet season,Combined,"(6, 8]",118.0,118.0,29.0,29.0,29.0,29.0
Region V,2,Wet season,Combined,"(8, 10]",82.0,110.0,21.0,27.0,21.0,27.0
Region V,2,Wet season,Manual,"(0, 2]",30.0,82.0,10.0,20.0,0.0,24.0
Region V,2,Wet season,Manual,"(2, 4]",31.0,88.0,10.0,26.0,0.0,44.0
Region V,2,Wet season,Manual,"(4, 6]",70.0,118.0,18.0,33.0,18.0,62.0
Region V,2,Wet season,Manual,"(6, 8]",95.0,118.0,27.0,33.0,42.0,62.0
Region V,2,Wet season,Manual,"(8, 10]",106.0,108.0,29.0,30.0,40.0,43.0
Region V,2,Wet season,Reaper,"(0, 2]",43.0,70.0,15.0,18.0,15.0,18.0
Region V,2,Wet season,Reaper,"(2, 4]",57.0,74.0,15.0,19.0,15.0,19.0
Region V,2,Wet season,Reaper,"(4, 6]",92.0,92.0,23.0,23.0,23.0,23.0
Region V,3,Dry season,Combined,"(0, 2]",58.0,70.0,10.0,14.0,0.0,14.0
Region V,3,Dry season,Combined,"(2, 4]",70.0,84.0,12.0,18.0,12.0,18.0
Region V,3,Dry season,Combined,"(4, 6]",70.0,126.0,14.0,31.0,14.0,31.0
Region V,3,Dry season,Combined,"(6, 8]",106.0,139.0,26.0,34.0,26.0,34.0
Region V,3,Dry season,Combined,"(8, 10]",137.0,137.0,34.0,34.0,34.0,34.0
Region V,3,Dry season,Combined,"(10, 13]",124.0,124.0,31.0,31.0,31.0,31.0
Region V,3,Dry season,Manual,"(0, 2]",57.0,70.0,11.0,18.0,0.0,21.0
Region V,3,Dry season,Manual,"(2, 4]",51.0,90.0,10.0,23.0,0.0,29.0
Region V,3,Dry season,Manual,"(4, 6]",70.0,126.0,17.0,35.0,17.0,46.0
Region V,3,Dry season,Manual,"(6, 8]",70.0,159.0,17.0,43.0,18.0,73.0
Region V,3,Dry season,Manual,"(8, 10]",124.0,139.0,34.0,38.0,43.0,54.0
Region V,3,Dry season,Reaper,"(0, 2]",52.0,70.0,10.0,18.0,0.0,18.0
Region V,3,Dry season,Reaper,"(2, 4]",70.0,70.0,18.0,18.0,18.0,18.0
Region V,3,Dry season,Reaper,"(4, 6]",72.0,124.0,18.0,34.0,18.0,43.0
Region V,3,Dry season,Reaper,"(6, 8]",118.0,118.0,33.0,33.0,33.0,33.0
Region V,3,Wet season,Combined,"(0, 2]",70.0,82.0,14.0,16.0,14.0,16.0
Region V,3,Wet season,Combined,"(2, 4]",57.0,82.0,11.0,17.0,0.0,17.0
Region V,3,Wet season,Combined,"(4, 6]",70.0,116.0,12.0,29.0,0.0,29.0
Region V,3,Wet season,Combined,"(6, 8]",90.0,118.0,19.0,29.0,18.0,29.0
Region V,3,Wet season,Combined,"(8, 10]",106.0,110.0,26.0,27.0,20.0,26.0
Region V,3,Wet season,Manual,"(0, 2]",57.0,82.0,14.0,20.0,14.0,24.0
Region V,3,Wet season,Manual,"(2, 4]",43.0,84.0,10.0,21.0,0.0,31.0
Region V,3,Wet season,Manual,"(4, 6]",61.0,113.0,10.0,32.0,0.0,50.0
Region V,3,Wet season,Manual,"(6, 8]",82.0,120.0,21.0,34.0,21.0,56.0
Region V,3,Wet season,Manual,"(8, 10]",102.0,118.0,29.0,33.0,42.0,53.0
Region V,3,Wet season,Reaper,"(0, 2]",70.0,70.0,17.0,18.0,18.0,18.0
Region V,3,Wet season,Reaper,"(2, 4]",70.0,82.0,17.0,20.0,18.0,24.0
Region V,3,Wet season,Reaper,"(4, 6]",70.0,118.0,18.0,33.0,18.0,54.0
Region V,3,Wet season,Reaper,"(6, 8]",102.0,102.0,29.0,29.0,42.0,42.0
Region V,4,Dry season,Combined,"(0, 2]",70.0,70.0,14.0,14.0,14.0,14.0
Region V,4,Dry season,Combined,"(2, 4]",70.0,80.0,14.0,17.0,14.0,16.0
Region V,4,Dry season,Combined,"(4, 6]",92.0,118.0,20.0,29.0,19.0,29.0
Region V,4,Dry season,Combined,"(6, 8]",128.0,131.0,31.0,33.0,22.0,33.0
Region V,4,Dry season,Manual,"(0, 2]",56.0,82.0,14.0,20.0,14.0,24.0
Region V,4,Dry season,Manual,"(2, 4]",48.0,90.0,10.0,23.0,0.0,24.0
Region V,4,Dry season,Manual,"(4, 6]",72.0,126.0,18.0,35.0,18.0,45.0
Region V,4,Dry season,Manual,"(6, 8]",98.0,141.0,27.0,38.0,27.0,56.0
Region V,4,Dry season,Manual,"(8, 10]",108.0,143.0,30.0,39.0,30.0,58.0
Region V,4,Dry season,Reaper,"(2, 4]",57.0,57.0,15.0,15.0,15.0,15.0
Region V,4,Dry season,Reaper,"(4, 6]",95.0,95.0,28.0,28.0,28.0,28.0
Region V,4,Wet season,Combined,"(0, 2]",70.0,70.0,14.0,14.0,14.0,14.0
Region V,4,Wet season,Combined,"(2, 4]",70.0,82.0,14.0,17.0,14.0,16.0
Region V,4,Wet season,Combined,"(4, 6]",80.0,116.0,16.0,28.0,15.0,20.0
Region V,4,Wet season,Combined,"(6, 8]",100.0,118.0,24.0,29.0,18.0,21.0
Region V,4,Wet season,Manual,"(0, 2]",45.0,82.0,10.0,20.0,0.0,21.0
Region V,4,Wet season,Manual,"(2, 4]",45.0,84.0,10.0,21.0,0.0,25.0
Region V,4,Wet season,Manual,"(4, 6]",70.0,118.0,18.0,33.0,18.0,52.0
Region V,4,Wet season,Manual,"(6, 8]",77.0,118.0,19.0,33.0,19.0,54.0
Region V,4,Wet season,Manual,"(8, 10]",74.0,118.0,19.0,33.0,19.0,52.0
Region V,4,Wet season,Reaper,"(0, 2]",70.0,70.0,18.0,18.0,21.0,21.0
Region V,4,Wet season,Reaper,"(2, 4]",70.0,82.0,18.0,20.0,18.0,21.0
Region V,4,Wet season,Reaper,"(4, 6]",80.0,95.0,20.0,27.0,20.0,37.0
Region V,4,Wet season,Reaper,"(6, 8]",113.0,113.0,32.0,32.0,48.0,48.0
Region V,5,Dry season,Combined,"(2, 4]",11.0,11.0,10.0,10.0,10.0,10.0
Region V,5,Dry season,Combined,"(4, 6]",55.0,70.0,10.0,11.0,10.0,11.0
Region V,5,Dry season,Combined,"(6, 8]",93.0,93.0,18.0,18.0,18.0,18.0
Region V,5,Dry season,Manual,"(0, 2]",37.0,43.0,10.0,17.0,10.0,20.0
Region V,5,Dry season,Manual,"(2, 4]",10.0,43.0,10.0,16.0,10.0,20.0
Region V,5,Dry season,Manual,"(4, 6]",37.0,84.0,10.0,22.0,10.0,27.0
Region V,5,Dry season,Manual,"(6, 8]",50.0,106.0,10.0,24.0,16.0,31.0
Region V,5,Dry season,Manual,"(8, 10]",78.0,91.0,12.0,23.0,27.0,29.0
Region V,5,Dry season,Reaper,"(4, 6]",53.0,53.0,10.0,10.0,22.0,22.0
Region V,5,Wet season,Combined,"(0, 2]",43.0,70.0,16.0,19.0,15.0,23.0
Region V,5,Wet season,Combined,"(2, 4]",43.0,77.0,14.0,17.0,10.0,16.0
Region V,5,Wet season,Combined,"(4, 6]",74.0,106.0,16.0,24.0,17.0,24.0
Region V,5,Wet season,Combined,"(6, 8]",102.0,102.0,20.0,20.0,20.0,20.0
Region V,5,Wet season,Manual,"(0, 2]",30.0,82.0,10.0,23.0,0.0,43.0
Region V,5,Wet season,Manual,"(2, 4]",43.0,82.0,10.0,24.0,0.0,34.0
Region V,5,Wet season,Manual,"(4, 6]",70.0,110.0,16.0,32.0,16.0,68.0
Region V,5,Wet season,Manual,"(6, 8]",77.0,113.0,20.0,29.0,20.0,29.0
Region V,5,Wet season,Manual,"(8, 10]",90.0,113.0,18.0,27.0,18.0,27.0
Region V,5,Wet season,Reaper,"(0, 2]",70.0,70.0,20.0,20.0,36.0,36.0
Region V,5,Wet season,Reaper,"(2, 4]",70.0,70.0,19.0,19.0,19.0,28.0
Region V,6,Dry season,Combined,"(2, 4]",43.0,74.0,11.0,20.0,11.0,20.0
Region V,6,Dry season,Combined,"(4, 6]",80.0,118.0,20.0,29.0,20.0,29.0
Region V,6,Dry season,Combined,"(6, 8]",108.0,118.0,28.0,30.0,30.0,38.0
Region V,6,Dry season,Manual,"(0, 2]",33.0,51.0,10.0,17.0,0.0,20.0
Region V,6,Dry season,Manual,"(2, 4]",43.0,84.0,11.0,26.0,11.0,48.0
Region V,6,Dry season,Manual,"(4, 6]",61.0,126.0,15.0,36.0,15.0,76.0
Region V,6,Dry season,Manual,"(6, 8]",74.0,139.0,23.0,38.0,34.0,78.0
Region V,6,Dry season,Manual,"(8, 10]",95.0,124.0,28.0,34.0,55.0,72.0
Region V,6,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region V,6,Dry season,Reaper,"(2, 4]",49.0,72.0,16.0,22.0,16.0,33.0
Region V,6,Dry season,Reaper,"(4, 6]",88.0,92.0,26.0,27.0,45.0,50.0
Region V,6,Wet season,Combined,"(0, 2]",43.0,44.0,10.0,13.0,0.0,12.0
Region V,6,Wet season,Combined,"(2, 4]",43.0,80.0,12.0,21.0,0.0,19.0
Region V,6,Wet season,Combined,"(4, 6]",74.0,95.0,20.0,25.0,20.0,25.0
Region V,6,Wet season,Combined,"(6, 8]",82.0,82.0,22.0,22.0,16.0,16.0
Region V,6,Wet season,Manual,"(0, 2]",34.0,49.0,10.0,17.0,0.0,17.0
Region V,6,Wet season,Manual,"(2, 4]",43.0,82.0,11.0,25.0,11.0,42.0
Region V,6,Wet season,Manual,"(4, 6]",64.0,113.0,19.0,33.0,19.0,67.0
Region V,6,Wet season,Manual,"(6, 8]",84.0,120.0,25.0,34.0,43.0,70.0
Region V,6,Wet season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region V,6,Wet season,Reaper,"(2, 4]",59.0,67.0,19.0,21.0,19.0,30.0
Region V,6,Wet season,Reaper,"(4, 6]",84.0,84.0,25.0,25.0,42.0,42.0
Region V,6,Wet season,Reaper,"(6, 8]",70.0,70.0,22.0,22.0,22.0,22.0
Region VI,0,Dry season,Manual,"(2, 4]",82.0,82.0,20.0,20.0,20.0,20.0
Region VI,1,Dry season,Combined,"(0, 2]",43.0,57.0,11.0,13.0,10.0,13.0
Region VI,1,Dry season,Combined,"(2, 4]",49.0,88.0,11.0,23.0,0.0,22.0
Region VI,1,Dry season,Combined,"(4, 6]",72.0,124.0,15.0,32.0,15.0,53.0
Region VI,1,Dry season,Combined,"(6, 8]",126.0,159.0,31.0,39.0,28.0,64.0
Region VI,1,Dry season,Combined,"(8, 10]",146.0,154.0,37.0,39.0,36.0,39.0
Region VI,1,Dry season,Manual,"(0, 2]",43.0,70.0,11.0,18.0,0.0,25.0
Region VI,1,Dry season,Manual,"(2, 4]",43.0,100.0,10.0,28.0,0.0,54.0
Region VI,1,Dry season,Manual,"(4, 6]",57.0,133.0,15.0,37.0,0.0,72.0
Region VI,1,Dry season,Manual,"(6, 8]",57.0,167.0,15.0,45.0,15.0,82.0
Region VI,1,Dry season,Manual,"(8, 10]",141.0,178.0,38.0,50.0,55.0,89.0
Region VI,1,Dry season,Reaper,"(0, 2]",43.0,70.0,15.0,18.0,16.0,18.0
Region VI,1,Dry season,Reaper,"(2, 4]",43.0,82.0,15.0,21.0,15.0,24.0
Region VI,1,Dry season,Reaper,"(4, 6]",80.0,106.0,23.0,30.0,23.0,41.0
Region VI,1,Dry season,Reaper,"(8, 10]",146.0,146.0,40.0,40.0,64.0,64.0
Region VI,1,Wet season,Combined,"(0, 2]",43.0,70.0,11.0,16.0,11.0,19.0
Region VI,1,Wet season,Combined,"(2, 4]",43.0,82.0,10.0,23.0,0.0,33.0
Region VI,1,Wet season,Combined,"(4, 6]",72.0,120.0,15.0,31.0,15.0,52.0
Region VI,1,Wet season,Combined,"(6, 8]",108.0,131.0,25.0,33.0,20.0,44.0
Region VI,1,Wet season,Manual,"(0, 2]",43.0,82.0,12.0,20.0,12.0,30.0
Region VI,1,Wet season,Manual,"(2, 4]",43.0,88.0,10.0,27.0,0.0,54.0
Region VI,1,Wet season,Manual,"(4, 6]",70.0,124.0,15.0,35.0,15.0,66.0
Region VI,1,Wet season,Manual,"(6, 8]",95.0,143.0,26.0,40.0,27.0,80.0
Region VI,1,Wet season,Manual,"(8, 10]",110.0,139.0,29.0,37.0,44.0,65.0
Region VI,1,Wet season,Manual,"(10, 13]",143.0,143.0,39.0,39.0,70.0,70.0
Region VI,1,Wet season,Reaper,"(0, 2]",43.0,57.0,15.0,16.0,15.0,16.0
Region VI,1,Wet season,Reaper,"(2, 4]",43.0,82.0,15.0,23.0,15.0,37.0
Region VI,1,Wet season,Reaper,"(4, 6]",80.0,118.0,21.0,34.0,21.0,76.0
Region VI,1,Wet season,Reaper,"(6, 8]",110.0,110.0,31.0,31.0,49.0,49.0
Region VI,2,Dry season,Combined,"(0, 2]",43.0,43.0,12.0,14.0,12.0,14.0
Region VI,2,Dry season,Combined,"(2, 4]",43.0,74.0,12.0,21.0,11.0,21.0
Region VI,2,Dry season,Combined,"(4, 6]",80.0,124.0,17.0,32.0,17.0,45.0
Region VI,2,Dry season,Combined,"(6, 8]",152.0,152.0,39.0,39.0,72.0,72.0
Region VI,2,Dry season,Manual,"(0, 2]",43.0,82.0,10.0,20.0,0.0,29.0
Region VI,2,Dry season,Manual,"(2, 4]",43.0,84.0,10.0,26.0,0.0,49.0
Region VI,2,Dry season,Manual,"(4, 6]",72.0,128.0,16.0,36.0,16.0,75.0
Region VI,2,Dry season,Manual,"(6, 8]",95.0,146.0,26.0,41.0,44.0,87.0
Region VI,2,Dry season,Manual,"(8, 10]",113.0,146.0,28.0,40.0,56.0,85.0
Region VI,2,Dry season,Reaper,"(0, 2]",43.0,43.0,15.0,16.0,15.0,16.0
Region VI,2,Dry season,Reaper,"(2, 4]",43.0,74.0,15.0,23.0,15.0,35.0
Region VI,2,Dry season,Reaper,"(4, 6]",82.0,110.0,26.0,32.0,48.0,64.0
Region VI,2,Wet season,Combined,"(0, 2]",43.0,56.0,10.0,15.0,0.0,15.0
Region VI,2,Wet season,Combined,"(2, 4]",43.0,80.0,12.0,22.0,10.0,22.0
